"Var1" "Freq" "Porc"
"1698" "School - Upper School at PS 25" 1 9.98775501235485e-08
"1699" "School - Urban Assembly Academy of Arts and Letters" 1 9.98775501235485e-08
"1700" "School - Urban Assembly New York Harbor School" 1 9.98775501235485e-08
"1701" "School - Urban Assembly School for Wildlife Conservation" 1 9.98775501235485e-08
"1702" "School - Urban Scholars Community School" 1 9.98775501235485e-08
"1703" "School - Village Academy" 1 9.98775501235485e-08
"1704" "School - Vista Academy" 1 9.98775501235485e-08
"1705" "School - Waterside Children's Studio School" 1 9.98775501235485e-08
"1706" "School - Waterside Childrens Studio School" 1 9.98775501235485e-08
"1707" "School - Waterside School for Leadership" 1 9.98775501235485e-08
"1708" "School - West Prepartory Academy" 1 9.98775501235485e-08
"1709" "School - Women's Academy of Excellence" 1 9.98775501235485e-08
"1710" "School - World Academy for Total Community Health High School" 1 9.98775501235485e-08
"1711" "School - Young Women's Leadership School - Astoria" 1 9.98775501235485e-08
"1712" "School - Young Women's Leadership School - Queens" 1 9.98775501235485e-08
"1713" "School - Young Women's Leadership School of the Bronx" 1 9.98775501235485e-08
"1714" "TFA" 1 9.98775501235485e-08
